,tourney_name,surface,tourney_level,tourney_date,fed_age,opp_name,opp_hand,opp_ht,opp_ioc,opp_age,score,best_of,round,minutes,fed_rank,fed_rank_points,opp_rank,opp_rank_points,fed_won
41304,Canada Masters,Hard,M,20040726,22.9650924025,Andy Roddick,R,188.0,USA,21.9055441478,7-5 6-3,3,F,85.0,1.0,5665.0,2.0,4945.0,1
41305,Cincinnati Masters,Hard,M,20040802,22.984257358,Dominik Hrbaty,R,183.0,SVK,26.5763175907,1-6 7-6(7) 6-4,3,R64,110.0,1.0,6105.0,21.0,1168.0,0
41763,Dubai,Hard,A,20040301,22.5626283368,Marat Safin,R,193.0,RUS,24.093086926799998,7-6(2) 7-6(4),3,R32,119.0,1.0,4930.0,30.0,1025.0,1
41779,Dubai,Hard,A,20040301,22.5626283368,Tommy Robredo,R,180.0,ESP,21.8343600274,6-3 6-4,3,R16,88.0,1.0,4930.0,20.0,1235.0,1
41787,Dubai,Hard,A,20040301,22.5626283368,Andrei Pavel,R,183.0,ROU,30.0917180014,6-3 6-3,3,QF,68.0,1.0,4930.0,53.0,684.0,1
41791,Dubai,Hard,A,20040301,22.5626283368,Jarkko Nieminen,L,185.0,FIN,22.606433949299998,7-6(7) 6-2,3,SF,81.0,1.0,4930.0,34.0,960.0,1
41793,Dubai,Hard,A,20040301,22.5626283368,Feliciano Lopez,L,188.0,ESP,22.4449007529,4-6 6-1 6-2,3,F,95.0,1.0,4930.0,32.0,1005.0,1
41856,Halle,Grass,A,20040607,22.8309377139,Thomas Johansson,R,180.0,SWE,29.2073921971,6-3 6-2,3,R32,69.0,1.0,5610.0,191.0,206.0,1
41872,Halle,Grass,A,20040607,22.8309377139,Mikhail Youzhny,R,183.0,RUS,21.9520876112,6-2 6-1,3,R16,69.0,1.0,5610.0,34.0,915.0,1
41880,Halle,Grass,A,20040607,22.8309377139,Arnaud Clement,R,173.0,FRA,26.4722792608,6-3 7-5,3,QF,72.0,1.0,5610.0,37.0,860.0,1
41884,Halle,Grass,A,20040607,22.8309377139,Jiri Novak,R,190.0,CZE,29.212867898699997,6-3 6-4,3,SF,53.0,1.0,5610.0,19.0,1310.0,1
41886,Halle,Grass,A,20040607,22.8309377139,Mardy Fish,R,188.0,USA,22.4941820671,6-0 6-3,3,F,57.0,1.0,5610.0,23.0,1230.0,1
41949,Roland Garros,Clay,G,20040524,22.7926078029,Kristof Vliegen,R,193.0,BEL,21.921971252600002,6-1 6-2 6-1,5,R128,76.0,1.0,5540.0,110.0,370.0,1
42013,Roland Garros,Clay,G,20040524,22.7926078029,Nicolas Kiefer,R,183.0,GER,26.8856947296,6-3 6-4 7-6(6),5,R64,151.0,1.0,5540.0,34.0,1005.0,1
42045,Roland Garros,Clay,G,20040524,22.7926078029,Gustavo Kuerten,R,190.0,BRA,27.7015742642,6-4 6-4 6-4,5,R32,124.0,1.0,5540.0,30.0,1065.0,0
42107,Wimbledon,Grass,G,20040621,22.869267624899997,Alex Bogdanovic,L,183.0,GBR,20.082135523599998,6-3 6-3 6-0,5,R128,80.0,1.0,5610.0,295.0,112.0,1
42171,Wimbledon,Grass,G,20040621,22.869267624899997,Alejandro Falla,L,185.0,COL,20.6023271732,6-1 6-2 6-0,5,R64,54.0,1.0,5610.0,138.0,303.0,1
42203,Wimbledon,Grass,G,20040621,22.869267624899997,Thomas Johansson,R,180.0,SWE,29.2457221081,6-3 6-4 6-3,5,R32,98.0,1.0,5610.0,123.0,335.0,1
42219,Wimbledon,Grass,G,20040621,22.869267624899997,Ivo Karlovic,R,208.0,CRO,25.311430527,6-3 7-6(3) 7-6(5),5,R16,110.0,1.0,5610.0,62.0,626.0,1
42227,Wimbledon,Grass,G,20040621,22.869267624899997,Lleyton Hewitt,R,180.0,AUS,23.3210130048,6-1 6-7(1) 6-0 6-4,5,QF,140.0,1.0,5610.0,10.0,1745.0,1
42231,Wimbledon,Grass,G,20040621,22.869267624899997,Sebastien Grosjean,R,175.0,FRA,26.0643394935,6-2 6-3 7-6(6),5,SF,120.0,1.0,5610.0,13.0,1665.0,1
42233,Wimbledon,Grass,G,20040621,22.869267624899997,Andy Roddick,R,188.0,USA,21.8097193703,4-6 7-5 7-6(3) 6-4,5,F,151.0,1.0,5610.0,2.0,4695.0,1
42234,US Open,Hard,G,20040830,23.06091718,Albert Costa,R,180.0,ESP,29.18275154,7-5 6-2 6-4,5,R128,120.0,1.0,5910.0,44.0,785.0,1
42298,US Open,Hard,G,20040830,23.06091718,Marcos Baghdatis,R,183.0,CYP,19.2032854209,6-2 6-7(4) 6-3 6-1,5,R64,124.0,1.0,5910.0,240.0,153.0,1
42330,US Open,Hard,G,20040830,23.06091718,Fabrice Santoro,R,178.0,FRA,31.723477070500003,6-0 6-4 7-6(7),5,R32,123.0,1.0,5910.0,34.0,917.0,1
42353,US Open,Hard,G,20040830,23.06091718,Andre Agassi,R,180.0,USA,34.338124572199995,6-3 2-6 7-5 3-6 6-3,5,QF,180.0,1.0,5910.0,7.0,2340.0,1
42357,US Open,Hard,G,20040830,23.06091718,Tim Henman,R,185.0,GBR,29.9822039699,6-3 6-4 6-4,5,SF,104.0,1.0,5910.0,6.0,2380.0,1
42359,US Open,Hard,G,20040830,23.06091718,Lleyton Hewitt,R,180.0,AUS,23.512662559899997,6-0 7-6(3) 6-0,5,F,109.0,1.0,5910.0,5.0,2605.0,1
42484,Australian Open,Hard,G,20040119,22.4476386037,Alex Bogomolov Jr,R,178.0,RUS,20.741957563299998,6-3 6-4 6-0,5,R128,89.0,2.0,4375.0,117.0,357.0,1
42516,Australian Open,Hard,G,20040119,22.4476386037,Jeff Morrison,R,185.0,USA,24.9555099247,6-2 6-3 6-4,5,R64,94.0,2.0,4375.0,156.0,247.0,1
42532,Australian Open,Hard,G,20040119,22.4476386037,Todd Reid,R,180.0,AUS,19.627652293,6-3 6-0 6-1,5,R32,74.0,2.0,4375.0,148.0,253.0,1
42540,Australian Open,Hard,G,20040119,22.4476386037,Lleyton Hewitt,R,180.0,AUS,22.8993839836,4-6 6-3 6-0 6-4,5,R16,138.0,2.0,4375.0,11.0,1625.0,1
42544,Australian Open,Hard,G,20040119,22.4476386037,David Nalbandian,R,180.0,ARG,22.0479123888,7-5 6-4 5-7 6-3,5,QF,161.0,2.0,4375.0,8.0,2060.0,1
42546,Australian Open,Hard,G,20040119,22.4476386037,Juan Carlos Ferrero,R,183.0,ESP,23.934291581100002,6-4 6-1 6-4,5,SF,89.0,2.0,4375.0,3.0,4145.0,1
42547,Australian Open,Hard,G,20040119,22.4476386037,Marat Safin,R,193.0,RUS,23.9780971937,7-6(3) 6-4 6-2,5,F,135.0,2.0,4375.0,86.0,430.0,1
42548,Masters Cup,Hard,F,20041115,23.2717316906,Gaston Gaudio,R,175.0,ARG,25.9356605065,6-1 7-6(4),3,RR,96.0,1.0,5585.0,10.0,1920.0,1
42549,Masters Cup,Hard,F,20041115,23.2717316906,Lleyton Hewitt,R,180.0,AUS,23.723477070500003,6-3 6-4,3,RR,76.0,1.0,5585.0,3.0,3190.0,1
42550,Masters Cup,Hard,F,20041115,23.2717316906,Carlos Moya,R,190.0,ESP,28.219028063000003,6-3 3-6 6-3,3,RR,107.0,1.0,5585.0,5.0,2420.0,1
42551,Masters Cup,Hard,F,20041115,23.2717316906,Marat Safin,R,193.0,RUS,24.802190280599998,6-3 7-6(18),3,SF,108.0,1.0,5585.0,4.0,2860.0,1
42552,Masters Cup,Hard,F,20041115,23.2717316906,Lleyton Hewitt,R,180.0,AUS,23.723477070500003,6-3 6-2,3,F,67.0,1.0,5585.0,3.0,3190.0,1
42841,Bangkok,Hard,A,20050926,24.134154688600002,Marcos Daniel,R,180.0,BRA,27.230663928800002,7-6(4) 6-4,3,R32,92.0,1.0,6975.0,133.0,312.0,1
42857,Bangkok,Hard,A,20050926,24.134154688600002,Denis Gremelmayr,L,183.0,GER,24.1122518823,6-3 6-2,3,R16,63.0,1.0,6975.0,239.0,149.0,1
42865,Bangkok,Hard,A,20050926,24.134154688600002,Gilles Muller,L,193.0,LUX,22.3846680356,6-4 6-3,3,QF,71.0,1.0,6975.0,66.0,558.0,1
42868,Bangkok,Hard,A,20050926,24.134154688600002,Jarkko Nieminen,L,185.0,FIN,24.1779603012,6-3 6-4,3,SF,57.0,1.0,6975.0,42.0,852.0,1
42870,Bangkok,Hard,A,20050926,24.134154688600002,Andy Murray,R,190.0,GBR,18.3682409309,6-3 7-5,3,F,86.0,1.0,6975.0,109.0,396.0,1
43687,Miami Masters,Hard,M,20050321,23.6167008898,Olivier Rochus,R,168.0,BEL,24.1697467488,6-3 6-1,3,R64,72.0,1.0,6050.0,40.0,916.0,1
43718,Miami Masters,Hard,M,20050321,23.6167008898,Mariano Zabaleta,R,183.0,ARG,27.0581793292,6-2 5-7 6-3,3,R32,137.0,1.0,6050.0,52.0,770.0,1
43733,Miami Masters,Hard,M,20050321,23.6167008898,Mario Ancic,R,196.0,CRO,20.9746748802,6-3 4-6 6-4,3,R16,106.0,1.0,6050.0,20.0,1215.0,1
43741,Miami Masters,Hard,M,20050321,23.6167008898,Tim Henman,R,185.0,GBR,30.5379876797,6-4 6-2,3,QF,72.0,1.0,6050.0,7.0,2155.0,1
43745,Miami Masters,Hard,M,20050321,23.6167008898,Andre Agassi,R,180.0,USA,34.893908282,6-4 6-3,3,SF,85.0,1.0,6050.0,10.0,1895.0,1
43747,Miami Masters,Hard,M,20050321,23.6167008898,Rafael Nadal,L,185.0,ESP,18.7980835044,2-6 6-7(4) 7-6(5) 6-3 6-1,5,F,223.0,1.0,6050.0,31.0,1065.0,1
43780,Indian Wells Masters,Hard,M,20050307,23.578370978800002,Mardy Fish,R,188.0,USA,23.241615332,6-3 6-3,3,R64,74.0,1.0,6050.0,49.0,785.0,1
43812,Indian Wells Masters,Hard,M,20050307,23.578370978800002,Gilles Muller,L,193.0,LUX,21.8288843258,6-3 6-2,3,R32,83.0,1.0,6050.0,67.0,571.0,1
43828,Indian Wells Masters,Hard,M,20050307,23.578370978800002,Ivan Ljubicic,R,193.0,CRO,25.968514715900003,7-6(3) 7-6(4),3,R16,107.0,1.0,6050.0,13.0,1575.0,1
43836,Indian Wells Masters,Hard,M,20050307,23.578370978800002,Nicolas Kiefer,R,183.0,GER,27.671457905500002,6-4 6-1,3,QF,67.0,1.0,6050.0,31.0,1070.0,1
43839,Indian Wells Masters,Hard,M,20050307,23.578370978800002,Guillermo Canas,R,185.0,ARG,27.279945243,6-3 6-1,3,SF,73.0,1.0,6050.0,14.0,1509.0,1
43841,Indian Wells Masters,Hard,M,20050307,23.578370978800002,Lleyton Hewitt,R,180.0,AUS,24.0301163587,6-2 6-4 6-4,5,F,114.0,1.0,6050.0,2.0,3990.0,1
43842,Rotterdam,Hard,A,20050214,23.5208761123,Bohdan Ulihrach,R,188.0,CZE,29.9767282683,6-3 6-4,3,R32,73.0,1.0,5975.0,112.0,398.0,1
43858,Rotterdam,Hard,A,20050214,23.5208761123,Stan Wawrinka,R,183.0,SUI,19.8850102669,6-1 6-4,3,R16,64.0,1.0,5975.0,128.0,346.0,1
43866,Rotterdam,Hard,A,20050214,23.5208761123,Nikolay Davydenko,R,178.0,RUS,23.704312115,7-5 7-5,3,QF,101.0,1.0,5975.0,15.0,1385.0,1
43870,Rotterdam,Hard,A,20050214,23.5208761123,Mario Ancic,R,196.0,CRO,20.8788501027,7-5 6-3,3,SF,88.0,1.0,5975.0,31.0,1026.0,1
43872,Rotterdam,Hard,A,20050214,23.5208761123,Ivan Ljubicic,R,193.0,CRO,25.9110198494,5-7 7-5 7-6(5),3,F,164.0,1.0,5975.0,19.0,1340.0,1
43904,Monte Carlo Masters,Clay,M,20050411,23.6741957563,Greg Rusedski,L,193.0,GBR,31.5947980835,6-3 6-1,3,R64,63.0,1.0,6515.0,44.0,875.0,1
43935,Monte Carlo Masters,Clay,M,20050411,23.6741957563,Albert Montanes,R,175.0,ESP,24.372347707,6-3 6-4,3,R32,60.0,1.0,6515.0,62.0,600.0,1
43951,Monte Carlo Masters,Clay,M,20050411,23.6741957563,Fernando Gonzalez,R,183.0,CHI,24.7008898015,6-2 6-7(3) 6-4,3,R16,141.0,1.0,6515.0,26.0,1200.0,1
43959,Monte Carlo Masters,Clay,M,20050411,23.6741957563,Richard Gasquet,R,185.0,FRA,18.8145106092,6-7(1) 6-2 7-6(8),3,QF,140.0,1.0,6515.0,101.0,420.0,0
43966,Hamburg Masters,Clay,M,20050509,23.750855578400003,Fernando Verdasco,L,188.0,ESP,21.4811772758,6-4 6-3,3,R64,73.0,1.0,6605.0,48.0,785.0,1
43998,Hamburg Masters,Clay,M,20050509,23.750855578400003,Tomas Berdych,R,196.0,CZE,19.6413415469,6-2 6-1,3,R32,54.0,1.0,6605.0,46.0,801.0,1
44014,Hamburg Masters,Clay,M,20050509,23.750855578400003,Tommy Robredo,R,180.0,ESP,23.022587269000002,6-2 6-3,3,R16,67.0,1.0,6605.0,16.0,1415.0,1
44022,Hamburg Masters,Clay,M,20050509,23.750855578400003,Guillermo Coria,R,175.0,ARG,23.318275154000002,6-4 7-6(3),3,QF,95.0,1.0,6605.0,8.0,2265.0,1
44026,Hamburg Masters,Clay,M,20050509,23.750855578400003,Nikolay Davydenko,R,178.0,RUS,23.934291581100002,6-3 6-4,3,SF,72.0,1.0,6605.0,20.0,1285.0,1
44028,Hamburg Masters,Clay,M,20050509,23.750855578400003,Richard Gasquet,R,185.0,FRA,18.8911704312,6-3 7-5 7-6(4),5,F,133.0,1.0,6605.0,56.0,686.0,1
44249,Cincinnati Masters,Hard,M,20050815,24.019164955500003,James Blake,R,185.0,USA,25.6317590691,7-6(3) 7-5,3,R64,98.0,1.0,6500.0,70.0,545.0,1
44281,Cincinnati Masters,Hard,M,20050815,24.019164955500003,Nicolas Kiefer,R,183.0,GER,28.1122518823,4-6 6-4 6-4,3,R32,133.0,1.0,6500.0,38.0,915.0,1
44297,Cincinnati Masters,Hard,M,20050815,24.019164955500003,Olivier Rochus,R,168.0,BEL,24.572210814499996,6-3 6-4,3,R16,63.0,1.0,6500.0,34.0,1050.0,1
44305,Cincinnati Masters,Hard,M,20050815,24.019164955500003,Jose Acasuso,R,190.0,ARG,22.819986310700003,6-4 6-3,3,QF,76.0,1.0,6500.0,52.0,698.0,1
44309,Cincinnati Masters,Hard,M,20050815,24.019164955500003,Robby Ginepri,R,183.0,USA,22.855578371,4-6 7-5 6-4,3,SF,108.0,1.0,6500.0,58.0,645.0,1
44311,Cincinnati Masters,Hard,M,20050815,24.019164955500003,Andy Roddick,R,188.0,USA,22.9596167009,6-3 7-5,3,F,75.0,1.0,6500.0,5.0,3130.0,1
44583,Doha,Hard,A,20050103,23.405886379200002,David Ferrer,R,175.0,ESP,22.757015742600004,6-1 6-1,3,R32,58.0,1.0,6335.0,49.0,790.0,1
44597,Doha,Hard,A,20050103,23.405886379200002,Greg Rusedski,L,193.0,GBR,31.3264887064,6-3 6-4,3,R16,61.0,1.0,6335.0,46.0,805.0,1
44605,Doha,Hard,A,20050103,23.405886379200002,Feliciano Lopez,L,188.0,ESP,23.288158795300003,6-1 6-2,3,QF,51.0,1.0,6335.0,25.0,1185.0,1
44609,Doha,Hard,A,20050103,23.405886379200002,Nikolay Davydenko,R,178.0,RUS,23.5893223819,6-3 6-4,3,SF,65.0,1.0,6335.0,28.0,1085.0,1
44611,Doha,Hard,A,20050103,23.405886379200002,Ivan Ljubicic,R,193.0,CRO,25.796030116399997,6-3 6-1,3,F,63.0,1.0,6335.0,22.0,1235.0,1
44674,Dubai,Hard,A,20050221,23.5400410678,Ivo Minar,R,183.0,CZE,20.7556468172,6-7(5) 6-3 7-6(5),3,R32,124.0,1.0,6050.0,119.0,377.0,1
44690,Dubai,Hard,A,20050221,23.5400410678,Juan Carlos Ferrero,R,183.0,ESP,25.0266940452,4-6 6-3 7-6(6),3,R16,136.0,1.0,6050.0,98.0,430.0,1
44698,Dubai,Hard,A,20050221,23.5400410678,Mikhail Youzhny,R,183.0,RUS,22.6611909651,6-3 7-5,3,QF,73.0,1.0,6050.0,17.0,1370.0,1
44702,Dubai,Hard,A,20050221,23.5400410678,Andre Agassi,R,180.0,USA,34.81724846,6-3 6-1,3,SF,52.0,1.0,6050.0,10.0,1865.0,1
44704,Dubai,Hard,A,20050221,23.5400410678,Ivan Ljubicic,R,193.0,CRO,25.930184804899998,6-1 6-7(6) 6-3,3,F,136.0,1.0,6050.0,14.0,1440.0,1
44766,Halle,Grass,A,20050606,23.8275154004,Robin Soderling,R,193.0,SWE,20.810403833,6-7(5) 7-6(6) 6-4,3,R32,141.0,1.0,6980.0,35.0,985.0,1
44782,Halle,Grass,A,20050606,23.8275154004,Florian Mayer,R,190.0,GER,21.6700889802,6-2 6-4,3,R16,58.0,1.0,6980.0,60.0,670.0,1
44790,Halle,Grass,A,20050606,23.8275154004,Philipp Kohlschreiber,R,178.0,GER,21.6399726215,6-3 6-4,3,QF,62.0,1.0,6980.0,71.0,553.0,1
44794,Halle,Grass,A,20050606,23.8275154004,Tommy Haas,R,188.0,GER,27.1759069131,6-4 7-6(9),3,SF,99.0,1.0,6980.0,23.0,1285.0,1
44796,Halle,Grass,A,20050606,23.8275154004,Marat Safin,R,193.0,RUS,25.357973990399998,6-4 6-7(6) 6-4,3,F,125.0,1.0,6980.0,5.0,3065.0,1
44859,Roland Garros,Clay,G,20050523,23.7891854894,Dudi Sela,R,175.0,ISR,20.1341546886,6-1 6-4 6-0,5,R128,89.0,1.0,6605.0,264.0,143.0,1
44923,Roland Garros,Clay,G,20050523,23.7891854894,Nicolas Almagro,R,183.0,ESP,19.753593429200002,6-3 7-6(0) 6-2,5,R64,107.0,1.0,6605.0,76.0,506.0,1
44954,Roland Garros,Clay,G,20050523,23.7891854894,Fernando Gonzalez,R,183.0,CHI,24.8158795346,7-6(9) 7-5 6-2,5,R32,130.0,1.0,6605.0,26.0,1200.0,1
44970,Roland Garros,Clay,G,20050523,23.7891854894,Carlos Moya,R,190.0,ESP,28.7364818617,6-1 6-4 6-3,5,R16,102.0,1.0,6605.0,15.0,1430.0,1
44977,Roland Garros,Clay,G,20050523,23.7891854894,Victor Hanescu,R,198.0,ROU,23.838466803600006,6-2 7-6(3) 6-3,5,QF,124.0,1.0,6605.0,90.0,455.0,1
44981,Roland Garros,Clay,G,20050523,23.7891854894,Rafael Nadal,L,185.0,ESP,18.970568104,6-3 4-6 6-4 6-3,5,SF,167.0,1.0,6605.0,5.0,2600.0,0
45015,Wimbledon,Grass,G,20050620,23.865845311399998,Paul Henri Mathieu,R,185.0,FRA,23.4360027379,6-4 6-2 6-4,5,R128,110.0,1.0,6980.0,58.0,649.0,1
45079,Wimbledon,Grass,G,20050620,23.865845311399998,Ivo Minar,R,183.0,CZE,21.081451060899997,6-4 6-4 6-1,5,R64,82.0,1.0,6980.0,99.0,402.0,1
45111,Wimbledon,Grass,G,20050620,23.865845311399998,Nicolas Kiefer,R,183.0,GER,27.958932238200003,6-2 6-7(5) 6-1 7-5,5,R32,155.0,1.0,6980.0,26.0,1230.0,1
45127,Wimbledon,Grass,G,20050620,23.865845311399998,Juan Carlos Ferrero,R,183.0,ESP,25.3524982888,6-3 6-4 7-6(6),5,R16,135.0,1.0,6980.0,31.0,1075.0,1
45135,Wimbledon,Grass,G,20050620,23.865845311399998,Fernando Gonzalez,R,183.0,CHI,24.892539356599997,7-5 6-2 7-6(2),5,QF,111.0,1.0,6980.0,24.0,1270.0,1
45139,Wimbledon,Grass,G,20050620,23.865845311399998,Lleyton Hewitt,R,180.0,AUS,24.3175906913,6-3 6-4 7-6(4),5,SF,128.0,1.0,6980.0,2.0,3640.0,1
45141,Wimbledon,Grass,G,20050620,23.865845311399998,Andy Roddick,R,188.0,USA,22.8062970568,6-2 7-6(2) 6-4,5,F,101.0,1.0,6980.0,4.0,3590.0,1
45142,US Open,Hard,G,20050829,24.0574948665,Ivo Minar,R,183.0,CZE,21.273100616,6-1 6-1 6-1,5,R128,63.0,1.0,6975.0,77.0,509.0,1
45206,US Open,Hard,G,20050829,24.0574948665,Fabrice Santoro,R,178.0,FRA,32.720054757,7-5 7-5 7-6(2),5,R64,137.0,1.0,6975.0,76.0,509.0,1
45237,US Open,Hard,G,20050829,24.0574948665,Olivier Rochus,R,168.0,BEL,24.6105407255,6-3 7-6(6) 6-2,5,R32,114.0,1.0,6975.0,29.0,1100.0,1
45253,US Open,Hard,G,20050829,24.0574948665,Nicolas Kiefer,R,183.0,GER,28.1505817933,6-4 6-7(3) 6-3 6-4,5,R16,180.0,1.0,6975.0,38.0,900.0,1
45261,US Open,Hard,G,20050829,24.0574948665,David Nalbandian,R,180.0,ARG,23.657768651599998,6-2 6-4 6-1,5,QF,99.0,1.0,6975.0,11.0,1700.0,1
45265,US Open,Hard,G,20050829,24.0574948665,Lleyton Hewitt,R,180.0,AUS,24.509240246399997,6-3 7-6(0) 4-6 6-3,5,SF,178.0,1.0,6975.0,4.0,3335.0,1
45267,US Open,Hard,G,20050829,24.0574948665,Andre Agassi,R,180.0,USA,35.3347022587,6-3 2-6 7-6(1) 6-1,5,F,139.0,1.0,6975.0,7.0,2190.0,1
45330,Australian Open,Hard,G,20050117,23.4442162902,Fabrice Santoro,R,178.0,FRA,32.1067761807,6-1 6-1 6-2,5,R128,94.0,1.0,6525.0,49.0,793.0,1
45394,Australian Open,Hard,G,20050117,23.4442162902,Takao Suzuki,R,175.0,JPN,28.3258042437,6-3 6-4 6-4,5,R64,113.0,1.0,6525.0,203.0,203.0,1
45426,Australian Open,Hard,G,20050117,23.4442162902,Jarkko Nieminen,L,185.0,FIN,23.488021902800003,6-3 5-2 RET,5,R32,57.0,1.0,6525.0,87.0,459.0,1
45442,Australian Open,Hard,G,20050117,23.4442162902,Marcos Baghdatis,R,183.0,CYP,19.586584531099998,6-2 6-2 7-6(4),5,R16,103.0,1.0,6525.0,155.0,285.0,1
45450,Australian Open,Hard,G,20050117,23.4442162902,Andre Agassi,R,180.0,USA,34.7214236824,6-3 6-4 6-4,5,QF,99.0,1.0,6525.0,8.0,2100.0,1
45454,Australian Open,Hard,G,20050117,23.4442162902,Marat Safin,R,193.0,RUS,24.9746748802,5-7 6-4 5-7 7-6(6) 9-7,5,SF,268.0,1.0,6525.0,4.0,3060.0,0
45457,Masters Cup,Carpet,F,20051114,24.2683093771,David Nalbandian,R,180.0,ARG,23.868583162199997,6-3 2-6 6-4,3,RR,109.0,1.0,6225.0,12.0,1720.0,1
45458,Masters Cup,Carpet,F,20051114,24.2683093771,Ivan Ljubicic,R,193.0,CRO,26.6584531143,6-3 2-6 7-6(4),3,RR,138.0,1.0,6225.0,8.0,2080.0,1
45459,Masters Cup,Carpet,F,20051114,24.2683093771,Guillermo Coria,R,175.0,ARG,23.835728952800004,6-0 1-6 6-2,3,RR,85.0,1.0,6225.0,6.0,2190.0,1
45460,Masters Cup,Carpet,F,20051114,24.2683093771,Gaston Gaudio,R,175.0,ARG,26.932238193000003,6-0 6-0,3,SF,50.0,1.0,6225.0,9.0,1850.0,1
45461,Masters Cup,Carpet,F,20051114,24.2683093771,David Nalbandian,R,180.0,ARG,23.868583162199997,6-7(4) 6-7(11) 6-2 6-1 7-6(3),5,F,273.0,1.0,6225.0,12.0,1720.0,0
45721,Madrid Masters,Hard,M,20061016,25.1882272416,Nicolas Massu,R,183.0,CHI,27.017111567399997,6-3 6-2,3,R32,85.0,1.0,7370.0,45.0,795.0,1
45737,Madrid Masters,Hard,M,20061016,25.1882272416,Robin Soderling,R,193.0,SWE,22.1711156742,7-6(5) 7-6(8),3,R16,108.0,1.0,7370.0,29.0,988.0,1
45744,Madrid Masters,Hard,M,20061016,25.1882272416,Robby Ginepri,R,183.0,USA,24.0246406571,6-3 7-6(4),3,QF,82.0,1.0,7370.0,47.0,775.0,1
45748,Madrid Masters,Hard,M,20061016,25.1882272416,David Nalbandian,R,180.0,ARG,24.7885010267,6-4 6-0,3,SF,59.0,1.0,7370.0,4.0,2900.0,1
45750,Madrid Masters,Hard,M,20061016,25.1882272416,Fernando Gonzalez,R,183.0,CHI,26.2149212868,7-5 6-1 6-0,5,F,108.0,1.0,7370.0,10.0,1965.0,1
46207,Basel,Carpet,A,20061023,25.2073921971,Tomas Zib,R,178.0,CZE,30.726899384,6-1 6-2,3,R32,50.0,1.0,7870.0,151.0,300.0,1
46223,Basel,Carpet,A,20061023,25.2073921971,Guillermo Garcia Lopez,R,188.0,ESP,23.3867214237,6-2 6-0,3,R16,53.0,1.0,7870.0,75.0,522.0,1
46231,Basel,Carpet,A,20061023,25.2073921971,David Ferrer,R,175.0,ESP,24.5585215606,6-3 7-6(14),3,QF,87.0,1.0,7870.0,15.0,1555.0,1
46235,Basel,Carpet,A,20061023,25.2073921971,Paradorn Srichaphan,R,185.0,THA,27.3593429158,6-4 3-6 7-6(5),3,SF,118.0,1.0,7870.0,54.0,710.0,1
46237,Basel,Carpet,A,20061023,25.2073921971,Fernando Gonzalez,R,183.0,CHI,26.234086242300002,6-3 6-2 7-6(3),5,F,119.0,1.0,7870.0,7.0,2190.0,1
46254,Tokyo,Hard,A,20061002,25.149897330599998,Viktor Troicki,R,193.0,SRB,20.6406570842,7-6(2) 7-6(3),3,R32,101.0,1.0,7120.0,276.0,145.0,1
46270,Tokyo,Hard,A,20061002,25.149897330599998,Wesley Moodie,R,196.0,RSA,27.630390143699998,6-2 6-1,3,R16,52.0,1.0,7120.0,73.0,550.0,1
46278,Tokyo,Hard,A,20061002,25.149897330599998,Takao Suzuki,R,175.0,JPN,30.031485284099997,4-6 7-5 7-6(3),3,QF,124.0,1.0,7120.0,1078.0,6.0,1
46282,Tokyo,Hard,A,20061002,25.149897330599998,Benjamin Becker,R,178.0,GER,25.2950034223,6-3 6-4,3,SF,60.0,1.0,7120.0,72.0,553.0,1
46284,Tokyo,Hard,A,20061002,25.149897330599998,Tim Henman,R,185.0,GBR,32.0711841205,6-3 6-3,3,F,67.0,1.0,7120.0,55.0,685.0,1
46656,Miami Masters,Hard,M,20060320,24.6132785763,Arnaud Clement,R,173.0,FRA,28.254620123200002,6-2 6-7(4) 6-0,3,R64,119.0,1.0,6935.0,53.0,746.0,1
46688,Miami Masters,Hard,M,20060320,24.6132785763,Tommy Haas,R,188.0,GER,27.961670089000002,6-1 6-3,3,R32,74.0,1.0,6935.0,28.0,1250.0,1
46704,Miami Masters,Hard,M,20060320,24.6132785763,Dmitry Tursunov,R,185.0,RUS,23.2689938398,6-3 6-3,3,R16,58.0,1.0,6935.0,36.0,870.0,1
46712,Miami Masters,Hard,M,20060320,24.6132785763,James Blake,R,185.0,USA,26.225872689899997,7-6(2) 6-4,3,QF,87.0,1.0,6935.0,9.0,1880.0,1
46716,Miami Masters,Hard,M,20060320,24.6132785763,David Ferrer,R,175.0,ESP,23.9644079398,6-1 6-4,3,SF,60.0,1.0,6935.0,11.0,1700.0,1
46718,Miami Masters,Hard,M,20060320,24.6132785763,Ivan Ljubicic,R,193.0,CRO,27.0034223135,7-6(5) 7-6(4) 7-6(6),5,F,177.0,1.0,6935.0,6.0,2295.0,1
46751,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Nicolas Massu,R,183.0,CHI,26.4038329911,6-3 7-6(4),3,R64,94.0,1.0,6935.0,47.0,805.0,1
46783,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Olivier Rochus,R,168.0,BEL,25.1279945243,3-6 6-2 7-5,3,R32,114.0,1.0,6935.0,32.0,950.0,1
46799,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Richard Gasquet,R,185.0,FRA,19.7152635181,6-3 6-4,3,R16,57.0,1.0,6935.0,18.0,1525.0,1
